0.0	0.0	0.0
0.02	0.03	224332.73
0.04	0.02	463273.68
0.06	0.02	558498.7
0.08	0.07	1.01506177e6
0.1	0.16	953071.94
0.12	0.08	1.10046573e6
0.14	0.11	1.63839173e6
0.16	0.12	1.33273461e6
0.18	0.27	2.13045063e6
0.2	0.22	1.86005893e6
0.22	0.26	2.46268551e6
0.24	0.26	2.13084894e6
0.26	0.29	2.09220657e6
0.28	0.24	2.21308463e6
0.3	0.28	2.3456416e6
0.32	0.29	2.352216e6
0.34	0.27	2.49651174e6
0.36	0.38	2.12397392e6
0.38	0.48	2.66913441e6
0.4	0.32	2.66106073e6
0.42	0.46	3.10853586e6
0.44	0.48	2.41806101e6
0.46	0.47	3.06488547e6
0.48	0.52	2.89642658e6
0.5	0.42	2.51541701e6
0.52	0.48	2.28448855e6
0.54	0.54	2.74328508e6
0.56	0.5	2.58853493e6
0.58	0.5	3.11267674e6
0.6	0.56	2.95830072e6
0.62	0.7	2.5117206e6
0.64	0.61	2.57222827e6
0.66	0.63	2.68314693e6
0.68	0.76	2.50202375e6
0.7	0.74	2.25142403e6
0.72	0.76	2.26535884e6
0.74	0.7	2.11915396e6
0.76	0.71	2.16824714e6
0.78	0.71	2.09387198e6
0.8	0.76	1.76409007e6
0.82	0.82	1.64391791e6
0.84	0.85	1.5494879e6
0.86	0.88	1.59032973e6
0.88	0.88	1.32099188e6
0.9	0.88	1.27172623e6
0.92	0.93	772823.36
0.94	0.99	475990.81
0.96	0.95	517004.93
0.98	0.97	339427.21
1.0	1.0	0.0
